location,size,total_sqft,bath,price,BHK
Gnana Bharathi,6 Bedroom,3600.0,6.0,170.0,6.0
Jigani,2 BHK,943.0,2.0,48.0,2.0
Pai Layout,2 Bedroom,1150.0,2.0,170.0,2.0
Sarjapur  Road,2 BHK,1113.0,2.0,44.5,2.0
Varthur,3 BHK,1615.0,3.0,69.43,3.0
Keshava Nagar,2 BHK,1279.0,2.0,100.0,2.0
Kacharakanahalli,2 BHK,1256.0,2.0,60.0,2.0
Benson Town,3 BHK,1805.0,3.0,280.0,3.0
Sompura,3 BHK,1350.0,3.0,65.0,3.0
SRINIVASAPURA,3 BHK,1525.0,3.0,68.63,3.0
Rajaji Nagar,2 BHK,1357.0,2.0,123.0,2.0
Hebbal,3 BHK,1645.0,3.0,117.0,3.0
Ardendale,3 BHK,1777.26,3.0,92.0,3.0
Bisuvanahalli,2 BHK,845.0,2.0,32.0,2.0
Sidedahalli,2 BHK,900.0,2.0,25.0,2.0
Varthur,2 BHK,1210.0,2.0,64.15,2.0
Electronic City Phase II,2 BHK,829.0,2.0,22.8,2.0
Sarjapur  Road,3 BHK,1879.0,3.0,155.0,3.0
Hosur Road,3 BHK,1250.0,2.0,50.0,3.0
Jeevanhalli,4 Bedroom,1200.0,2.0,35.0,4.0
Marathahalli,3 BHK,1108.0,2.0,60.0,3.0
Kanakpura Road,3 BHK,1401.0,3.0,69.0,3.0
Sarjapur  Road,3 BHK,1157.0,2.0,75.0,3.0
Ramamurthy Nagar Extension,2 BHK,1185.0,2.0,42.66,2.0
Green Glen Layout,3 BHK,1751.0,3.0,115.0,3.0
Mahalakshmi Puram,5 Bedroom,1550.0,3.0,250.0,5.0
Bannerghatta Road,3 BHK,1880.0,3.0,96.5,3.0
Whitefield,3 BHK,1322.5,3.0,40.985,3.0
Channasandra,2 BHK,1175.0,2.0,38.0,2.0
Jalahalli,2 BHK,1407.0,2.0,98.49,2.0
Yelachenahalli,2 BHK,1000.0,2.0,50.0,2.0
Electronic City,3 BHK,1518.0,3.0,75.0,3.0
"Gubbi Cross, Hennur Main Road",4 Bedroom,3600.0,4.0,300.0,4.0
Tumkur Road,2 BHK,1027.0,2.0,67.0,2.0
Dairy Circle,4 BHK,3730.0,6.0,430.0,4.0
HSR Layout,2 BHK,1145.0,2.0,46.0,2.0
Rajaji Nagar,2 BHK,1260.0,2.0,113.0,2.0
Begur Road,3 BHK,1500.0,2.0,47.25,3.0
Varthur,3 BHK,1737.0,2.0,57.32,3.0
Byrathi Village,3 Bedroom,1600.0,4.0,120.0,3.0
Hegde Nagar,3 BHK,1500.0,3.0,135.0,3.0
Sabari Nagar,2 Bedroom,1120.0,2.0,60.0,2.0
Banashankari Stage V,3 Bedroom,1200.0,4.0,240.0,3.0
Hennur Road,2 BHK,1030.0,2.0,46.5,2.0
Gubbalala,6 Bedroom,2500.0,6.0,88.0,6.0
Kammasandra,2 BHK,1057.0,2.0,35.0,2.0
Old Airport Road,4 BHK,2774.0,4.0,208.0,4.0
Thanisandra,2 BHK,1460.0,2.0,38.5,2.0
Hormavu,2 BHK,1075.0,2.0,53.7,2.0
Mysore Road,3 BHK,1080.0,2.0,60.0,3.0
Kodihalli,4 BHK,3626.0,5.0,788.0,4.0
Ashraya Layout,6 BHK,5100.0,7.0,225.0,6.0
Singasandra,2 BHK,1139.7,2.0,45.0,2.0
Whitefield,2 BHK,1074.0,2.0,42.8,2.0
Whitefield,2 Bedroom,1200.0,2.0,46.13,2.0
Sarjapur  Road,4 BHK,2425.0,5.0,175.0,4.0
Sarjapur  Road,2 BHK,1323.0,2.0,74.0,2.0
Hennur Road,2 BHK,1232.0,2.0,69.61,2.0
Kalena Agrahara,2 BHK,900.0,2.0,40.0,2.0
Sarjapura - Attibele Road,1 BHK,740.0,1.0,23.65,1.0
Hebbal,3 BHK,1920.0,3.0,134.0,3.0
Bannerghatta Road,3 BHK,1550.0,3.0,96.0,3.0
Gunjur,3 BHK,1588.0,2.0,90.0,3.0
Rajaji Nagar,3 Bedroom,2300.0,4.0,240.0,3.0
R.T. Nagar,9 Bedroom,3600.0,8.0,165.0,9.0
"Thanisandra Main Road, ",2 BHK,1308.0,2.0,86.0,2.0
Hennur,3 BHK,1340.0,2.0,54.27,3.0
Kogilu,10 Bedroom,3280.0,9.0,450.0,10.0
Infantry Road,4 BHK,2170.0,3.0,265.0,4.0
Thanisandra,3 BHK,1719.0,3.0,135.0,3.0
Horamavu Agara,2 BHK,1107.83,2.0,41.51,2.0
Whitefield,2 Bedroom,1200.0,2.0,45.84,2.0
Electronic City,1 BHK,1090.0,2.0,31.48,1.0
Sarvabhouma Nagar,5 Bedroom,1500.0,5.0,210.0,5.0
Jakkur,3 BHK,1660.0,3.0,104.0,3.0
Nagavara,2 BHK,1247.0,2.0,58.56,2.0
Thanisandra,3 BHK,1595.0,3.0,96.0,3.0
Kaggadasapura,2 BHK,1175.0,2.0,50.0,2.0
9th Phase JP Nagar,8 Bedroom,1200.0,8.0,135.0,8.0
Old Airport Road,2 BHK,1184.0,2.0,78.0,2.0
Byrasandra,2 BHK,1100.0,2.0,55.0,2.0
Kaval Byrasandra,2 Bedroom,935.0,2.0,78.0,2.0
Yelahanka,2 BHK,1200.0,2.0,60.0,2.0
Rajaji Nagar,5 Bedroom,2400.0,5.0,408.0,5.0
Neelamangala,2 BHK,1000.0,2.0,45.0,2.0
Uttarahalli,2 BHK,1000.0,2.0,52.0,2.0
Yelahanka,3 BHK,1705.0,3.0,85.0,3.0
Tumkur Road,3 BHK,1060.0,2.0,58.3,3.0
Chikka Tirupathi,4 Bedroom,2325.0,4.0,120.0,4.0
Kammagondahalli,3 BHK,1347.0,2.0,55.0,3.0
Kathreguppe,8 Bedroom,1200.0,8.0,250.0,8.0
Varthur,2 BHK,1402.0,2.0,95.0,2.0
Whitefield,3 BHK,2280.0,4.0,125.0,3.0
Whitefield ECC Road,2 BHK,1225.0,2.0,71.05,2.0
5th Phase JP Nagar,2 BHK,1080.0,2.0,53.0,2.0
Koppa,7 Bedroom,4000.0,7.0,90.0,7.0
Lavelle Road,3 BHK,1919.0,3.0,300.0,3.0
Begur Road,2 BHK,1100.0,2.0,42.6,2.0
Sarjapur  Road,4 BHK,2500.0,4.0,225.0,4.0
Bannerghatta Road,2 BHK,1200.0,2.0,78.0,2.0
Begur Road,3 BHK,1565.0,2.0,57.91,3.0
Maruthi nagar kogilu,2 Bedroom,1200.0,3.0,78.0,2.0
Kothanur,3 BHK,1581.0,3.0,76.0,3.0
Whitefield,4 BHK,2882.0,5.0,200.0,4.0
TC Palaya,5 Bedroom,1440.0,5.0,97.0,5.0
Krishna Reddy Layout,3 BHK,2180.0,3.0,273.0,3.0
Nagasandra,4 Bedroom,7000.0,8.0,450.0,4.0
Abbigere,2 BHK,985.0,2.0,38.92,2.0
Sarjapur,2 BHK,950.0,2.0,35.0,2.0
Jai Bheema Nagar,2 BHK,1339.0,2.0,55.0,2.0
Ayappa Nagar,3 BHK,1449.0,3.0,72.0,3.0
Chikkasandra,4 Bedroom,1200.0,4.0,180.0,4.0
Brindavan Layout,2 BHK,1100.0,2.0,38.68,2.0
Hoskote,2 BHK,1003.5,2.0,28.095,2.0
Kaval Byrasandra,3 Bedroom,2700.0,3.0,200.0,3.0
Billamaranahalli,2 BHK,1100.0,2.0,55.0,2.0
Electronic City,2 BHK,1140.0,2.0,32.92,2.0
Sarjapur,3 Bedroom,3009.0,3.0,330.0,3.0
Hanumantha Nagar,8 BHK,3300.0,8.0,310.0,8.0
Chandapura,2 BHK,800.0,1.0,30.0,2.0
Chikkabanavar,5 Bedroom,2000.0,4.0,65.0,5.0
Prasanti Nagar,4 Bedroom,1200.0,4.0,190.0,4.0
3rd Block Hrbr Layout,2 BHK,1300.0,2.0,95.0,2.0
Kanakpura Road,2 BHK,1220.0,2.0,60.0,2.0
Sarjapur  Road,3 BHK,2289.0,3.0,178.0,3.0
Whitefield,2 BHK,1170.0,2.0,56.0,2.0
Vignana Nagar,2 BHK,1350.0,2.0,89.5,2.0
Kambipura,2 BHK,883.0,2.0,45.0,2.0
Thanisandra,3 BHK,1698.0,3.0,125.0,3.0
Electronic City Phase II,4 BHK,2187.5,4.0,105.0,4.0
Ambalipura,2 BHK,1060.0,2.0,58.5,2.0
Somasundara Palya,2 BHK,1185.0,2.0,75.0,2.0
Padmanabhanagar,3 BHK,2051.0,3.0,180.0,3.0
Vittasandra,2 BHK,1404.0,2.0,72.0,2.0
Electronic City Phase II,2 BHK,1252.0,2.0,67.0,2.0
Bannerghatta Road,3 BHK,1885.0,3.0,125.0,3.0
Kaikondrahalli,6 BHK,3381.0,6.0,225.0,6.0
Hormavu,2 BHK,980.0,2.0,42.0,2.0
Rajaji Nagar,3 BHK,2500.0,3.0,340.0,3.0
Banashankari,3 BHK,1420.0,3.0,66.0,3.0
Medahalli,6 Bedroom,1166.0,6.0,135.0,6.0
"Banasawadi, ",3 BHK,2312.0,3.0,156.0,3.0
Kaggadasapura,4 BHK,3000.0,4.0,130.0,4.0
Jayamahal,2 BHK,1175.0,2.0,70.0,2.0
Vinayaka Nagar,2 BHK,1145.0,2.0,51.0,2.0
Bhoganhalli,2 BHK,970.0,2.0,52.5,2.0
Electronic City,2 BHK,1125.0,2.0,32.49,2.0
Whitefield,3 BHK,1639.5,3.0,92.63,3.0
9th Phase JP Nagar,4 BHK,5000.0,4.0,300.0,4.0
3rd Block Jayanagar,3 BHK,2150.0,3.0,240.0,3.0
Ramagondanahalli,3 BHK,1635.0,3.0,57.0,3.0
Harlur,3 Bedroom,3425.0,3.0,320.0,3.0
Hennur Road,4 Bedroom,2950.0,4.0,253.0,4.0
Jalahalli,1 BHK,1200.0,2.0,66.0,1.0
Kathriguppe,3 BHK,1335.0,2.0,73.43,3.0
Hebbal,4 BHK,4450.0,6.0,449.0,4.0
Yeshwanthpur,2 BHK,1166.0,2.0,64.08,2.0
Rajaji Nagar,3 BHK,2390.0,3.0,372.0,3.0
Shivaji Nagar,3 BHK,1460.0,2.0,90.0,3.0
Gulimangala,3 BHK,1690.0,3.0,50.0,3.0
Nagashetty Halli,4 Bedroom,1386.0,3.0,93.0,4.0
Devasandra Extension,2 BHK,1090.0,2.0,32.0,2.0
Thanisandra,3 BHK,1732.0,3.0,85.73,3.0
Whitefield,2 BHK,1390.0,2.0,72.0,2.0
Sector 2 HSR Layout,2 BHK,1095.0,2.0,85.41,2.0
Kengeri,1 BHK,416.0,1.0,17.19,1.0
Channasandra Layout,3 BHK,2400.0,2.0,50.0,3.0
Yelahanka,3 BHK,1350.0,2.0,85.0,3.0
Bannerghatta Road,3 BHK,1453.0,2.0,73.0,3.0
Thanisandra,2 BHK,1226.0,2.0,65.0,2.0
Kasturi Nagar,4 Bedroom,784.0,2.0,165.0,4.0
Hegde Nagar,3 BHK,1168.0,2.0,68.0,3.0
Bannerghatta,3 BHK,1776.0,3.0,124.0,3.0
Whitefield,3 BHK,1634.0,3.0,68.0,3.0
Hormavu,2 Bedroom,860.0,2.0,56.0,2.0
Kamala Nagar,3 Bedroom,2800.0,3.0,400.0,3.0
Nagasandra,3 BHK,1650.0,3.0,95.0,3.0
Whitefield,2 BHK,1190.0,2.0,70.0,2.0
JP Nagar,2 BHK,1133.0,2.0,33.99,2.0
Suraksha Nagar,3 BHK,1559.0,3.0,62.0,3.0
Horamavu Banaswadi,3 Bedroom,1448.0,4.0,118.0,3.0
Sathya Sai Layout,4 BHK,6652.0,6.0,510.0,4.0
Kodichikkanahalli,2 BHK,976.0,2.0,50.0,2.0
Bank Of Baroda Colony,4 Bedroom,1350.0,4.0,240.0,4.0
Yelahanka,3 BHK,1590.0,2.0,54.0,3.0
Binny Pete,4 BHK,2940.0,6.0,201.0,4.0
Yelahanka,3 BHK,1633.0,3.0,110.0,3.0
Ramagondanahalli,2 BHK,1151.0,2.0,46.0,2.0
Kereguddadahalli,3 BHK,1400.0,2.0,42.0,3.0
Uttarahalli,2 BHK,1037.0,2.0,36.0,2.0
Thanisandra,2 BHK,1188.0,2.0,36.0,2.0
Raja Rajeshwari Nagar 5th Stage,2 BHK,1060.0,2.0,52.0,2.0
Thigalarapalya,3 BHK,2215.0,4.0,162.0,3.0
Hennur,2 BHK,1255.0,2.0,54.5,2.0
Ganesha Block,3 Bedroom,2500.0,2.0,300.0,3.0
Hormavu,2 BHK,1075.0,2.0,53.7,2.0
Harlur,4 BHK,2569.0,5.0,180.0,4.0
ITPL,2 BHK,900.0,2.0,27.0,2.0
Kudlu Gate,2 BHK,1183.0,2.0,79.54,2.0
HSR Layout,2 BHK,1100.0,2.0,44.0,2.0
GM Palaya,3 BHK,1643.0,2.0,70.0,3.0
Banagiri Nagar,3 BHK,1500.0,2.0,120.0,3.0
Jakkur,2 BHK,1291.0,2.0,75.0,2.0
Hennur,3 Bedroom,1150.0,3.0,80.0,3.0
Electronic City,2 BHK,1060.0,2.0,55.0,2.0
7th Phase JP Nagar,3 BHK,1575.0,2.0,110.0,3.0
BHEL Layout,5 Bedroom,1200.0,4.0,160.0,5.0
Byrathi Village,4 Bedroom,1700.0,3.0,55.0,4.0
Mahadevpura,2 BHK,1236.0,2.0,58.0,2.0
Ramamurthy Nagar,3 BHK,1350.0,2.0,39.0,3.0
Malleshwaram,3 BHK,2475.0,4.0,326.0,3.0
Pai Layout,6 Bedroom,3800.0,6.0,175.0,6.0
Haralur Road,4 BHK,4694.0,5.0,375.0,4.0
Electronic City,2 BHK,1200.0,2.0,34.66,2.0
Hulimavu,4 Bedroom,1200.0,4.0,75.0,4.0
Harlur,2 BHK,1225.0,2.0,56.0,2.0
Thanisandra,2 BHK,1056.0,2.0,75.0,2.0
9th Phase JP Nagar,3 BHK,1240.0,2.0,42.85,3.0
Banashankari,3 BHK,1200.0,3.0,74.52,3.0
Kudlu Gate,3 BHK,1850.0,3.0,110.0,3.0
Amblipura,4 BHK,3150.0,4.0,180.0,4.0
Naganathapura,1 Bedroom,1200.0,1.0,39.82,1.0
Dodda Banaswadi,4 Bedroom,1018.0,4.0,150.0,4.0
Konena Agrahara,5 Bedroom,3520.0,6.0,460.0,5.0
Chandapura,3 BHK,1185.0,2.0,30.22,3.0
Jigani,2 BHK,918.0,2.0,56.0,2.0
GD Layout,3 BHK,1330.0,2.0,68.0,3.0
Munnekollal,3 BHK,1540.0,2.0,70.0,3.0
Lakshminarayana Pura,2 BHK,1200.0,2.0,80.0,2.0
Sunkan palya,2 BHK,927.0,2.0,37.0,2.0
Sarjapur,4 Bedroom,2585.5,4.0,115.0,4.0
CV Raman Nagar,3 BHK,1400.0,2.0,78.0,3.0
Hosur Road,2 BHK,1345.0,2.0,106.0,2.0
1st Phase JP Nagar,4 Bedroom,1900.0,3.0,400.0,4.0
8th Phase JP Nagar,2 BHK,1510.0,2.0,80.0,2.0
Malleshwaram,2 BHK,302.0,2.0,25.0,2.0
ITPL,3 Bedroom,1500.0,3.0,61.52,3.0
Yelahanka,1 BHK,827.5,1.0,42.535,1.0
Vidyaranyapura,3 BHK,1100.0,2.0,72.0,3.0
Sunkadakatte,3 Bedroom,1200.0,3.0,68.0,3.0
Kanakpura Road,3 BHK,1100.0,3.0,53.0,3.0
Hormavu,4 BHK,2282.0,4.0,115.0,4.0
Jayanti Nagar,2 BHK,760.0,2.0,37.49,2.0
Sarjapur,3 Bedroom,2172.0,3.0,100.0,3.0
Yeshwanthpur Industrial Suburb,6 BHK,3800.0,6.0,390.0,6.0
Kumaraswami Layout,4 Bedroom,600.0,2.0,72.0,4.0
8th Phase JP Nagar,3 BHK,3300.0,3.0,165.0,3.0
Thubarahalli,3 BHK,1242.0,3.0,51.0,3.0
Moodalapalya,1 Bedroom,410.0,1.0,48.0,1.0
Uttarahalli,3 BHK,1245.0,2.0,43.58,3.0
Kadugodi,2 BHK,1088.0,2.0,44.0,2.0
Sahakara Nagar,2 BHK,1200.0,2.0,46.0,2.0
TC Palaya,3 Bedroom,1995.0,3.0,100.0,3.0
Haralur Road,2 BHK,1309.0,2.0,82.0,2.0
BTM 1st Stage,3 BHK,1717.0,3.0,200.0,3.0
7th Phase JP Nagar,3 BHK,2100.0,3.0,200.0,3.0
Gayathri Nagar,2 Bedroom,880.0,1.0,90.0,2.0
Abbigere,6 Bedroom,1200.0,6.0,95.0,6.0
Maruthi Nagar,3 BHK,1250.0,3.0,42.0,3.0
Hebbal,3 BHK,3520.0,5.0,240.0,3.0
5th Phase JP Nagar,2 BHK,1041.0,2.0,54.0,2.0
Sarjapur  Road,3 BHK,1505.0,2.0,60.0,3.0
Bannerghatta,3 BHK,1776.0,3.0,150.0,3.0
Bellandur,3 BHK,1767.0,3.0,89.0,3.0
Rajiv Gandhi Nagar,2 BHK,1293.0,2.0,80.0,2.0
Kengeri,2 BHK,1320.0,2.0,50.0,2.0
Bhuvaneshwari Nagar,2 BHK,1280.0,2.0,68.48,2.0
Thanisandra,2 BHK,1245.0,2.0,83.05,2.0
Haralur Road,2 BHK,1027.0,1.0,44.0,2.0
Yelenahalli,2 BHK,1200.0,2.0,46.17,2.0
Kanakpura Road,3 BHK,1100.0,3.0,58.0,3.0
Medahalli,3 Bedroom,1065.0,3.0,72.0,3.0
Kannamangala,3 BHK,1814.0,3.0,129.0,3.0
Ramagondanahalli,3 BHK,1610.0,2.0,112.0,3.0
Kumaraswami Layout,1 Bedroom,850.0,1.0,78.0,1.0
Kasavanhalli,3 BHK,1600.0,3.0,79.0,3.0
Old Mangammanapalya Road,3 BHK,3200.0,4.0,140.0,3.0
Canara Bank Colony,3 BHK,1250.0,2.0,77.13,3.0
Haralur Road,2 BHK,1243.0,2.0,46.0,2.0
Kanakpura Road,3 BHK,1452.0,3.0,60.98,3.0
Ittamadu,3 BHK,1475.0,3.0,75.0,3.0
Electronic City,2 BHK,1353.0,2.0,75.0,2.0
Maruthi Sevanagar,4 Bedroom,2100.0,3.0,210.0,4.0
Electronics City Phase 1,3 BHK,1750.0,3.0,58.0,3.0
Whitefield,4 Bedroom,4800.0,4.0,550.0,4.0
Sahakara Nagar,2 BHK,1270.0,2.0,96.0,2.0
Battarahalli,4 Bedroom,2700.0,3.0,75.0,4.0
8th Phase JP Nagar,4 Bedroom,1200.0,4.0,270.0,4.0
Thanisandra,4 BHK,2695.0,4.0,188.0,4.0
Hessarghatta,3 BHK,1330.0,3.0,65.0,3.0
Electronic City,2 BHK,660.0,1.0,18.0,2.0
BTM 2nd Stage,2 BHK,1400.0,2.0,90.0,2.0
Gubbalala,4 BHK,4000.0,5.0,195.0,4.0
Kanakpura Road,3 BHK,1700.0,3.0,75.0,3.0
Kasavanhalli,2 BHK,1585.0,2.0,90.0,2.0
Kothanur,3 BHK,1385.0,3.0,67.0,3.0
Electronic City,2 BHK,1128.0,2.0,67.0,2.0
Whitefield,4 Bedroom,60.0,4.0,218.0,4.0
1Kasavanhalli,18 Bedroom,1200.0,18.0,200.0,18.0
HSR Layout,2 BHK,1203.0,2.0,60.0,2.0
Mallasandra,2 BHK,905.0,2.0,35.0,2.0
Hennur Road,3 BHK,1450.0,3.0,79.0,3.0
Varthur,2 BHK,1105.0,2.0,38.0,2.0
Channasandra,2 Bedroom,1200.0,2.0,46.13,2.0
Jalahalli,3 BHK,1530.0,2.0,89.0,3.0
Whitefield,2 BHK,1105.0,2.0,35.4,2.0
Dasarahalli,2 BHK,1333.0,2.0,78.56,2.0
Hongasandra,2 BHK,1065.0,2.0,45.0,2.0
Haralur Road,2 BHK,1243.0,2.0,46.0,2.0
Old Madras Road,3 BHK,1530.0,3.0,76.34,3.0
Margondanahalli,2 Bedroom,1200.0,2.0,65.0,2.0
Whitefield,2 BHK,1270.0,2.0,94.0,2.0
Bellandur,3 BHK,1830.0,3.0,89.0,3.0
Chandapura,2 BHK,900.0,2.0,35.0,2.0
Attibele,4 Bedroom,2400.0,2.0,250.0,4.0
Varsova Layout,6 Bedroom,7000.0,6.0,560.0,6.0
Bannerghatta Road,3 BHK,1450.0,2.0,78.0,3.0
J C Nagar,3 BHK,1525.0,3.0,65.0,3.0
Mahalakshmi Layout,2 BHK,1080.0,2.0,67.0,2.0
Bagalur Main Road,2 BHK,1220.0,2.0,72.0,2.0
Begur Road,2 BHK,1200.0,2.0,44.4,2.0
Bommanahalli,2 BHK,1355.0,2.0,73.17,2.0
R.T. Nagar,3 Bedroom,2400.0,3.0,348.0,3.0
Govindapura,2 BHK,1500.0,2.0,60.0,2.0
Koramangala,2 BHK,1355.0,2.0,95.0,2.0
Electronic City,2 BHK,1070.0,2.0,57.0,2.0
CV Raman Nagar,3 BHK,1980.0,4.0,180.0,3.0
Bommasandra,2 BHK,842.0,2.0,30.0,2.0
Bannerghatta Road,1 BHK,700.0,1.0,31.2,1.0
Doddakammanahalli,3 BHK,2500.0,4.0,65.0,3.0
"Kanakapura Road, ",3 Bedroom,1884.0,3.0,95.0,3.0
Dena Bank Colony,2 BHK,1100.0,2.0,75.0,2.0
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.54,2.0
Budigere,3 BHK,1820.0,3.0,85.0,3.0
Basavanapura,8 Bedroom,1200.0,8.0,145.0,8.0
Thanisandra,2 BHK,1185.0,2.0,43.5,2.0
Varthur,3 BHK,2145.0,3.0,170.0,3.0
Whitefield,2 BHK,1220.0,2.0,89.0,2.0
Whitefield,2 BHK,1116.0,2.0,51.91,2.0
6th Phase JP Nagar,2 BHK,1192.0,2.0,75.0,2.0
Marathahalli,3 BHK,1449.0,3.0,110.0,3.0
Ardendale,3 Bedroom,2500.0,3.0,250.0,3.0
Electronic City,3 BHK,1700.0,3.0,90.0,3.0
Hebbal,3 BHK,1920.0,3.0,150.0,3.0
BTM 4th Stage,2 Bedroom,1350.0,2.0,90.0,2.0
Devanahalli Int. Airport,4 Bedroom,4800.0,5.0,350.0,4.0
"Sarjapur Road, ",3 BHK,1700.0,3.0,74.0,3.0
Hoodi,2 BHK,1447.0,3.0,76.0,2.0
Kanakpura Road,2 BHK,1329.0,2.0,107.0,2.0
Sarjapur  Road,3 BHK,1314.0,2.0,70.44,3.0
Hal old airport road,3 Bedroom,1200.0,3.0,110.0,3.0
Basavangudi,6 Bedroom,1214.0,3.0,220.0,6.0
Hosa Road,3 BHK,1513.0,3.0,103.0,3.0
Vittasandra,2 BHK,1246.0,2.0,67.5,2.0
Ganga Nagar,1 BHK,705.0,1.0,65.0,1.0
Dasarahalli,2 BHK,1220.0,2.0,62.0,2.0
Yelahanka New Town,3 BHK,1800.0,2.0,45.0,3.0
Kaval Byrasandra,3 BHK,1400.0,3.0,75.0,3.0
Kasavanhalli,2 BHK,1245.0,2.0,80.0,2.0
Anantapuram,3 BHK,1495.0,2.0,63.0,3.0
Nagavara,3 Bedroom,2000.0,2.0,275.0,3.0
Gollarapalya Hosahalli,2 BHK,996.0,2.0,36.5,2.0
Yelahanka New Town,2 BHK,1000.0,2.0,44.0,2.0
Chikka Banaswadi,2 BHK,1250.0,2.0,75.0,2.0
Chandapura,2 BHK,975.0,2.0,24.86,2.0
Thanisandra,3 BHK,1261.0,2.0,80.0,3.0
Electronics City Phase 1,2 BHK,1080.0,2.0,46.0,2.0
Akshayanagara East,2 BHK,1230.0,2.0,50.0,2.0
Kammasandra,2 BHK,982.0,2.0,25.53,2.0
Bommasandra,3 BHK,1260.0,3.0,49.36,3.0
HSR Layout,3 BHK,1590.0,2.0,135.0,3.0
Horamavu Agara,2 BHK,1220.0,2.0,39.0,2.0
Electronic City Phase II,3 BHK,1320.0,2.0,38.12,3.0
Green Glen Layout,3 BHK,1750.0,3.0,105.0,3.0
Whitefield,3 BHK,1436.0,2.0,62.15,3.0
TC Palaya,3 Bedroom,1200.0,2.0,66.0,3.0
Malleshwaram,2 BHK,1500.0,2.0,140.0,2.0
Varthur,3 BHK,1560.0,3.0,90.0,3.0
Whitefield,3 BHK,3758.0,3.0,300.0,3.0
Belatur,2 BHK,1275.0,2.0,59.0,2.0
Ramanjaneyanagar,2 BHK,1040.0,2.0,36.4,2.0
Bellandur,3 BHK,2400.0,3.0,115.0,3.0
Chamrajpet,6 Bedroom,1500.0,9.0,230.0,6.0
Kaggalipura,4 Bedroom,3150.0,5.0,212.0,4.0
Karuna Nagar,3 BHK,1960.0,3.0,165.0,3.0
JP Nagar,4 BHK,3200.0,5.0,309.0,4.0
Yeshwanthpur,2 BHK,1195.0,2.0,100.0,2.0
Yelahanka,2 BHK,1195.0,2.0,53.105,2.0
Hosakerehalli,5 BHK,4500.0,5.0,145.0,5.0
Ulsoor,3 Bedroom,450.0,3.0,70.0,3.0
Sathya Sai Layout,4 Bedroom,4304.0,4.0,699.0,4.0
Javarandoddi,1 BHK,648.0,1.0,40.0,1.0
Sarjapur  Road,3 BHK,2100.0,3.0,130.0,3.0
Thanisandra main road,4 BHK,4209.0,4.0,602.0,4.0
Kudlu,2 BHK,1027.0,2.0,44.0,2.0
Whitefield,4 Bedroom,1575.0,4.0,250.0,4.0
Bommasandra,3 BHK,1365.0,3.0,52.82,3.0
Yelahanka New Town,1 BHK,650.0,1.0,18.0,1.0
Chandapura,3 Bedroom,1200.0,2.0,52.0,3.0
Cooke Town,2 BHK,1100.0,2.0,90.0,2.0
7th Phase JP Nagar,3 BHK,1075.0,2.0,57.0,3.0
Banashankari,2 BHK,1100.0,2.0,63.0,2.0
Akshya Nagar,3 BHK,1320.0,2.0,58.0,3.0
Kammasandra,3 BHK,1500.0,3.0,65.0,3.0
Vijaypura,4 Bedroom,1200.0,5.0,150.0,4.0
Bapuji Nagar,4 Bedroom,1125.0,3.0,126.0,4.0
Vittasandra,2 BHK,1246.0,2.0,67.5,2.0
Bhoganhalli,3 BHK,1718.0,3.0,90.2,3.0
Bisuvanahalli,3 BHK,1075.0,2.0,32.0,3.0
Chennammana Kere,3 BHK,1480.0,3.0,75.48,3.0
Austin Town,1 BHK,500.0,1.0,13.0,1.0
3rd Block Banashankari,5 Bedroom,2400.0,4.0,325.0,5.0
Kaikondrahalli,4 Bedroom,1200.0,4.0,125.0,4.0
Kanakpura Road,2 BHK,1041.0,2.0,36.44,2.0
Doddanekundi,2 BHK,1128.0,2.0,48.4,2.0
Hosur Road,3 BHK,1685.0,3.0,90.0,3.0
Guddadahalli,2 BHK,1180.0,2.0,65.0,2.0
Ejipura,2 BHK,1200.0,2.0,60.0,2.0
Mangammanapalya,3 BHK,1250.0,3.0,39.5,3.0
Kanakpura Road,2 BHK,900.0,2.0,41.0,2.0
Chelekare,2 BHK,1000.0,2.0,45.0,2.0
Yelahanka New Town,2 Bedroom,600.0,2.0,80.0,2.0
2nd Stage Nagarbhavi,4 Bedroom,600.0,3.0,82.0,4.0
Vittasandra,2 BHK,1404.0,2.0,70.0,2.0
Ramagondanahalli,3 BHK,1610.0,2.0,115.0,3.0
Varthur,2 BHK,1760.0,2.0,85.0,2.0
Amam Enclave Layout,2 BHK,975.0,2.0,55.0,2.0
Kashi Nagar,2 BHK,1190.0,2.0,42.0,2.0
Kudlu,2 BHK,1110.0,2.0,46.0,2.0
Rajaji Nagar,3 BHK,2415.0,3.0,399.0,3.0
Gunjur,2 BHK,1235.0,2.0,44.5,2.0
Nanjappa Garden,2 BHK,1275.0,2.0,55.0,2.0
Victoria Layout,2 BHK,1115.0,2.0,115.0,2.0
Harlur,2 BHK,1197.0,2.0,76.0,2.0
Begur Road,1 BHK,644.0,1.0,32.0,1.0
Bellandur,2 BHK,1251.0,2.0,47.0,2.0
Neeladri Nagar,2 BHK,1105.0,2.0,30.0,2.0
4th Phase JP Nagar,2 BHK,1080.0,2.0,38.0,2.0
Kudlu,4 BHK,2100.0,3.0,114.0,4.0
Kammanahalli,4 Bedroom,1600.0,4.0,200.0,4.0
NRI Layout,3 BHK,1731.0,3.0,64.11,3.0
Hormavu,2 BHK,1206.0,2.0,55.0,2.0
