location,size,total_sqft,bath,price,BHK,price_per_sqft
8th Phase JP Nagar,2 BHK,1160.0,2.0,95.0,2.0,8189.6551724137935
Brookefield,2 BHK,1225.0,2.0,72.0,2.0,5877.551020408163
other,2 Bedroom,1600.0,2.0,160.0,2.0,10000.0
Channasandra,2 BHK,830.0,2.0,36.28,2.0,4371.084337349397
Hennur Road,2 BHK,1155.0,2.0,69.18,2.0,5989.610389610391
Jalahalli,2 BHK,905.0,2.0,55.0,2.0,6077.348066298343
Kannamangala,2 BHK,957.0,2.0,55.0,2.0,5747.126436781609
9th Phase JP Nagar,2 BHK,890.0,2.0,45.0,2.0,5056.179775280899
KR Puram,4 BHK,3000.0,4.0,235.0,4.0,7833.333333333333
Electronic City,2 BHK,1070.0,2.0,55.0,2.0,5140.186915887851
Kammasandra,2 BHK,1415.0,2.0,60.0,2.0,4240.282685512368
Whitefield,1 BHK,840.0,1.0,57.0,1.0,6785.714285714285
Thanisandra,3 BHK,1732.0,3.0,112.0,3.0,6466.512702078522
Parappana Agrahara,1 Bedroom,1200.0,1.0,45.0,1.0,3750.0
Bhoganhalli,2 BHK,1260.0,2.0,69.9,2.0,5547.619047619049
Horamavu Banaswadi,2 BHK,1357.0,2.0,54.0,2.0,3979.3662490788506
Chamrajpet,2 BHK,650.0,1.0,40.0,2.0,6153.846153846154
Whitefield,3 BHK,1725.0,3.0,106.0,3.0,6144.927536231884
Jalahalli,2 BHK,1000.0,2.0,70.0,2.0,7000.0
TC Palaya,1 Bedroom,1350.0,1.0,55.0,1.0,4074.074074074074
Bellandur,3 BHK,1717.0,3.0,110.0,3.0,6406.523005241701
7th Phase JP Nagar,3 BHK,1976.0,3.0,145.0,3.0,7338.056680161943
Kambipura,2 BHK,883.0,2.0,37.01,2.0,4191.392978482446
Yelahanka,1 BHK,700.0,1.0,38.0,1.0,5428.571428571428
Battarahalli,3 BHK,2082.0,3.0,104.0,3.0,4995.1969260326605
HSR Layout,2 BHK,1140.0,2.0,46.0,2.0,4035.0877192982457
Thanisandra,2 BHK,933.0,2.0,66.0,2.0,7073.954983922829
Electronic City Phase II,2 BHK,1155.0,2.0,57.0,2.0,4935.064935064935
Bannerghatta,2 BHK,1200.0,2.0,73.2,2.0,6100.0
Devanahalli,1 BHK,658.0,1.0,26.91,1.0,4089.665653495441
Bhoganhalli,2 BHK,896.9,2.0,78.74,2.0,8779.128107927305
KR Puram,2 BHK,1035.0,2.0,40.0,2.0,3864.734299516908
other,3 BHK,1839.0,3.0,160.0,3.0,8700.380641653072
Begur Road,2 BHK,1200.0,2.0,44.0,2.0,3666.6666666666665
Yelahanka New Town,1 BHK,488.0,1.0,20.0,1.0,4098.360655737705
Hoodi,2 BHK,1225.0,2.0,45.0,2.0,3673.469387755102
TC Palaya,2 Bedroom,900.0,2.0,55.0,2.0,6111.111111111111
Sompura,2 BHK,825.0,2.0,32.0,2.0,3878.787878787879
Bellandur,4 BHK,3596.0,4.0,359.0,4.0,9983.314794215796
Electronic City Phase II,3 BHK,1800.0,3.0,92.0,3.0,5111.111111111111
Sarjapur,2 BHK,1150.0,2.0,41.0,2.0,3565.217391304348
other,1 BHK,650.0,1.0,50.0,1.0,7692.307692307692
Sarjapur  Road,1 BHK,675.0,1.0,27.0,1.0,4000.0
other,1 BHK,720.0,1.0,32.39,1.0,4498.611111111111
Yelahanka New Town,2 BHK,1100.0,2.0,58.0,2.0,5272.727272727273
Uttarahalli,3 BHK,1330.0,2.0,58.0,3.0,4360.902255639097
Banashankari,3 BHK,1770.0,3.0,108.0,3.0,6101.6949152542375
Pai Layout,2 BHK,1000.0,2.0,42.0,2.0,4200.0
Ramamurthy Nagar,4 Bedroom,2916.0,5.0,230.0,4.0,7887.517146776406
Kodihalli,3 BHK,1400.0,3.0,81.0,3.0,5785.714285714285
Horamavu Agara,2 BHK,750.0,2.0,37.49,2.0,4998.666666666667
Bannerghatta,2 BHK,1070.0,2.0,87.0,2.0,8130.841121495327
Kannamangala,3 BHK,1536.0,3.0,107.0,3.0,6966.145833333333
JP Nagar,3 BHK,2400.0,3.0,196.0,3.0,8166.666666666667
Electronic City,2 BHK,1342.0,2.0,72.0,2.0,5365.126676602086
other,3 BHK,1600.0,3.0,130.0,3.0,8125.0
Kanakapura,1 BHK,938.0,1.0,50.0,1.0,5330.490405117271
Budigere,3 BHK,1820.0,3.0,99.0,3.0,5439.56043956044
Bhoganhalli,4 BHK,2439.0,4.0,170.0,4.0,6970.069700697007
Bommanahalli,2 BHK,1091.0,2.0,40.0,2.0,3666.361136571953
Sarjapur  Road,2 BHK,1346.0,2.0,74.03,2.0,5500.0
JP Nagar,2 BHK,1060.0,2.0,33.95,2.0,3202.8301886792456
Hebbal,2 BHK,1299.0,2.0,97.0,2.0,7467.282525019245
Yelahanka,3 BHK,1491.0,3.0,85.0,3.0,5700.871898054997
Basaveshwara Nagar,2 BHK,1200.0,2.0,85.0,2.0,7083.333333333333
Yelahanka,4 Bedroom,2088.0,5.0,110.0,4.0,5268.199233716475
Hulimavu,1 BHK,581.0,1.0,29.0,1.0,4991.394148020654
other,2 BHK,1296.0,2.0,70.0,2.0,5401.234567901234
Electronic City,3 BHK,1275.0,3.0,70.0,3.0,5490.196078431372
Kothanur,2 BHK,1095.0,2.0,55.0,2.0,5022.83105022831
Sarjapur  Road,5 Bedroom,10000.0,4.0,975.0,5.0,9750.0
Old Madras Road,2 BHK,1330.0,2.0,74.0,2.0,5563.909774436091
Marathahalli,2 BHK,1135.0,2.0,60.0,2.0,5286.343612334802
Whitefield,1 BHK,516.0,1.0,39.0,1.0,7558.139534883721
Sarjapur  Road,4 BHK,3930.0,5.0,330.0,4.0,8396.946564885497
Abbigere,8 Bedroom,3000.0,8.0,150.0,8.0,5000.0
Bhoganhalli,3 BHK,1707.0,3.0,115.0,3.0,6736.965436438196
Sultan Palaya,2 BHK,1070.0,2.0,49.0,2.0,4579.439252336449
Whitefield,4 Bedroom,6000.0,4.0,410.0,4.0,6833.333333333333
Tumkur Road,3 BHK,1240.0,2.0,83.0,3.0,6693.548387096775
JP Nagar,2 BHK,1300.0,2.0,91.65,2.0,7050.0
Ambalipura,2 BHK,1700.0,2.0,76.0,2.0,4470.588235294118
Hulimavu,2 BHK,935.0,2.0,45.0,2.0,4812.834224598931
Thigalarapalya,3 BHK,2072.0,4.0,151.0,3.0,7287.644787644787
other,4 Bedroom,2200.0,3.0,225.0,4.0,10227.272727272728
Jalahalli,1 BHK,615.0,1.0,46.0,1.0,7479.674796747968
KR Puram,2 BHK,1116.0,2.0,45.0,2.0,4032.258064516129
Whitefield,3 BHK,1639.0,3.0,107.0,3.0,6528.370957901159
Marathahalli,3 BHK,1839.0,3.0,130.0,3.0,7069.0592713431215
Horamavu Agara,1 BHK,625.0,1.0,27.0,1.0,4320.0
Thanisandra,1 BHK,933.0,1.0,61.0,1.0,6538.049303322615
Hosur Road,3 BHK,2289.0,3.0,180.0,3.0,7863.695937090432
Ramamurthy Nagar,3 Bedroom,2316.0,3.0,125.0,3.0,5397.236614853196
Horamavu Agara,2 BHK,1080.0,2.0,38.0,2.0,3518.5185185185187
Vishwapriya Layout,2 BHK,910.0,2.0,36.0,2.0,3956.043956043956
Hormavu,2 Bedroom,1200.0,2.0,73.0,2.0,6083.333333333333
Kothanur,2 BHK,1142.0,2.0,56.0,2.0,4903.67775831874
2nd Stage Nagarbhavi,5 Bedroom,4000.0,4.0,240.0,5.0,6000.0
AECS Layout,2 BHK,1005.0,2.0,55.0,2.0,5472.636815920398
other,3 BHK,1626.6,3.0,133.0,3.0,8176.564613303824
Kothanur,2 BHK,1074.0,2.0,54.0,2.0,5027.932960893855
Basavangudi,2 BHK,1230.0,2.0,80.0,2.0,6504.065040650406
Whitefield,3 BHK,1820.0,3.0,113.0,3.0,6208.791208791209
other,2 BHK,1100.0,2.0,60.0,2.0,5454.545454545455
other,2 Bedroom,1348.0,2.0,100.0,2.0,7418.39762611276
Kasavanhalli,2 BHK,1230.0,2.0,66.25,2.0,5386.178861788618
Frazer Town,2 BHK,1200.0,2.0,78.0,2.0,6500.0
Hosa Road,2 BHK,1161.0,2.0,55.15,2.0,4750.215331610681
Kothanur,2 BHK,1285.0,2.0,60.0,2.0,4669.260700389105
Electronic City,3 BHK,1644.0,3.0,92.59,3.0,5631.995133819952
Kasavanhalli,3 BHK,1819.0,3.0,150.0,3.0,8246.289169873557
1st Phase JP Nagar,2 BHK,1205.0,2.0,85.0,2.0,7053.941908713693
Uttarahalli,2 BHK,1050.0,2.0,42.0,2.0,4000.0
Raja Rajeshwari Nagar,2 BHK,1270.0,2.0,62.0,2.0,4881.889763779527
Jigani,3 BHK,1221.0,3.0,70.0,3.0,5733.005733005733
Haralur Road,2 BHK,1315.0,2.0,85.0,2.0,6463.878326996198
Raja Rajeshwari Nagar,2 BHK,1250.0,2.0,68.0,2.0,5440.0
Bisuvanahalli,2 BHK,850.0,2.0,27.0,2.0,3176.470588235294
7th Phase JP Nagar,3 BHK,1600.0,2.0,110.0,3.0,6875.0
other,3 BHK,1182.0,2.0,60.1,3.0,5084.602368866328
Gubbalala,3 BHK,2000.0,3.0,125.0,3.0,6250.0
Electronic City Phase II,3 BHK,1940.0,4.0,116.0,3.0,5979.381443298969
Hennur Road,3 BHK,1590.0,3.0,105.0,3.0,6603.773584905661
Kothanur,2 BHK,1075.0,2.0,53.0,2.0,4930.232558139535
TC Palaya,2 Bedroom,900.0,2.0,55.0,2.0,6111.111111111111
Raja Rajeshwari Nagar,3 BHK,1260.0,2.0,62.0,3.0,4920.6349206349205
Thanisandra,3 BHK,1702.0,3.0,107.0,3.0,6286.721504112808
Bisuvanahalli,3 BHK,1080.0,2.0,65.0,3.0,6018.518518518518
Kasavanhalli,2 BHK,1189.0,2.0,45.0,2.0,3784.693019343986
Tumkur Road,2 BHK,1035.0,2.0,39.0,2.0,3768.1159420289855
Hennur Road,2 BHK,1200.0,2.0,36.0,2.0,3000.0
Yelahanka,2 BHK,1330.0,2.0,93.65,2.0,7041.353383458647
Ambedkar Nagar,3 BHK,1935.0,4.0,125.0,3.0,6459.948320413437
other,3 BHK,1410.0,3.0,90.0,3.0,6382.978723404255
Narayanapura,2 BHK,1469.0,2.0,99.14,2.0,6748.808713410484
Varthur,2 BHK,986.0,2.0,30.0,2.0,3042.5963488843813
other,3 BHK,1460.0,2.0,87.0,3.0,5958.904109589041
other,3 BHK,1260.0,2.0,85.05,3.0,6750.0
Panathur,2 BHK,980.0,2.0,57.0,2.0,5816.326530612245
Kudlu Gate,2 BHK,1164.0,2.0,75.0,2.0,6443.298969072165
Subramanyapura,2 BHK,929.0,1.0,51.0,2.0,5489.773950484392
Kundalahalli,2 BHK,1065.0,2.0,70.0,2.0,6572.769953051643
other,3 BHK,3000.0,3.0,265.0,3.0,8833.333333333334
Gunjur,3 BHK,1362.0,3.0,62.63,3.0,4598.384728340676
Yeshwanthpur,1 BHK,672.0,1.0,36.85,1.0,5483.630952380952
Brookefield,3 BHK,1746.0,3.0,115.0,3.0,6586.483390607102
Harlur,2 BHK,1532.0,2.0,65.0,2.0,4242.819843342037
other,3 BHK,1200.0,2.0,120.0,3.0,10000.0
other,2 BHK,1250.0,2.0,65.0,2.0,5200.0
Whitefield,4 Bedroom,3565.0,4.0,218.0,4.0,6115.007012622721
Marathahalli,2 BHK,1170.0,2.0,85.0,2.0,7264.957264957265
other,3 BHK,1800.0,3.0,150.0,3.0,8333.333333333334
Kasturi Nagar,4 BHK,2507.0,4.0,155.0,4.0,6182.688472277623
Babusapalaya,2 BHK,1061.0,2.0,34.0,2.0,3204.5240339302545
KR Puram,2 BHK,1290.0,2.0,69.0,2.0,5348.837209302325
Sarjapur,2 BHK,1200.0,2.0,42.6,2.0,3550.0
Bharathi Nagar,2 BHK,1120.0,2.0,39.29,2.0,3508.035714285714
Electronic City,1 BHK,418.0,1.0,12.0,1.0,2870.813397129187
Sarjapur,3 BHK,1333.0,3.0,50.0,3.0,3750.937734433609
Sarjapur  Road,3 BHK,1691.0,3.0,119.0,3.0,7037.25606150207
Thanisandra,1 BHK,747.0,1.0,34.355,1.0,4599.062918340026
Thanisandra,3 BHK,2030.0,4.0,125.0,3.0,6157.635467980295
Balagere,2 BHK,1012.0,2.0,70.0,2.0,6916.99604743083
Kudlu,3 BHK,1245.0,2.0,60.0,3.0,4819.277108433735
7th Phase JP Nagar,3 BHK,1765.0,3.0,118.0,3.0,6685.552407932011
Gottigere,2 BHK,1110.0,2.0,36.25,2.0,3265.765765765766
Sarjapur,2 BHK,1044.0,2.0,36.0,2.0,3448.2758620689656
KR Puram,2 BHK,866.28,2.0,36.38,2.0,4199.565960197628
Whitefield,4 BHK,3410.0,5.0,253.0,4.0,7419.354838709677
Singasandra,2 BHK,1179.0,2.0,56.0,2.0,4749.787955894826
Uttarahalli,2 BHK,1125.0,2.0,48.0,2.0,4266.666666666667
other,3 BHK,2098.0,3.0,210.0,3.0,10009.532888465204
Haralur Road,3 BHK,1976.0,3.0,92.0,3.0,4655.87044534413
5th Phase JP Nagar,2 BHK,1190.0,2.0,61.8,2.0,5193.27731092437
Cooke Town,3 BHK,1700.0,3.0,120.0,3.0,7058.823529411765
Electronic City,2 BHK,1128.0,2.0,64.8,2.0,5744.68085106383
other,1 BHK,509.0,1.0,20.0,1.0,3929.2730844793714
Ambedkar Nagar,3 BHK,1852.0,4.0,122.0,3.0,6587.473002159827
Varthur,2 BHK,1045.0,2.0,40.65,2.0,3889.952153110048
other,4 BHK,3535.0,4.0,215.0,4.0,6082.036775106082
Marathahalli,2 BHK,1102.0,2.0,53.67,2.0,4870.235934664247
Kothanur,2 BHK,1140.0,2.0,56.0,2.0,4912.2807017543855
Balagere,1 BHK,645.0,1.0,55.0,1.0,8527.131782945737
other,3 BHK,2050.0,3.0,135.0,3.0,6585.365853658536
Sarjapur  Road,2 BHK,1335.0,2.0,95.0,2.0,7116.104868913858
other,2 Bedroom,2100.0,1.0,200.0,2.0,9523.809523809525
Hebbal,3 BHK,1255.0,3.0,77.68,3.0,6189.641434262949
Hosakerehalli,3 BHK,2376.0,3.0,240.0,3.0,10101.0101010101
Thanisandra,1 BHK,663.0,1.0,46.0,1.0,6938.15987933635
Kodichikkanahalli,3 BHK,1400.0,3.0,66.0,3.0,4714.285714285715
Green Glen Layout,3 BHK,1740.0,3.0,80.0,3.0,4597.701149425287
Bannerghatta Road,2 BHK,1154.0,2.0,47.0,2.0,4072.790294627383
Munnekollal,2 BHK,1200.0,2.0,40.0,2.0,3333.333333333333
Hennur,2 BHK,1155.0,2.0,54.5,2.0,4718.614718614718
Hebbal,4 BHK,2470.0,5.0,192.0,4.0,7773.27935222672
Padmanabhanagar,2 BHK,1100.0,2.0,60.0,2.0,5454.545454545455
Hormavu,2 BHK,1250.0,2.0,65.0,2.0,5200.0
Kothanur,2 BHK,1400.0,2.0,70.0,2.0,5000.0
other,3 BHK,1600.0,3.0,100.0,3.0,6250.0
Electronic City,2 BHK,1060.0,2.0,55.0,2.0,5188.679245283019
Horamavu Banaswadi,2 BHK,1272.0,2.0,50.0,2.0,3930.817610062893
Kanakpura Road,2 BHK,1296.0,2.0,105.0,2.0,8101.851851851852
Karuna Nagar,3 BHK,1945.0,3.0,115.0,3.0,5912.596401028278
Subramanyapura,3 BHK,1880.0,3.0,110.0,3.0,5851.063829787234
Kenchenahalli,2 BHK,1060.0,2.0,52.0,2.0,4905.66037735849
Hennur Road,3 BHK,2041.0,3.0,138.0,3.0,6761.391474767271
Vasanthapura,2 BHK,1037.0,2.0,36.28,2.0,3498.553519768563
LB Shastri Nagar,2 BHK,1184.0,2.0,62.0,2.0,5236.486486486487
Sarjapur  Road,3 BHK,1680.0,3.0,126.0,3.0,7500.0
Thanisandra,3 BHK,1411.0,3.0,100.0,3.0,7087.172218284904
other,4 BHK,3500.0,4.0,320.0,4.0,9142.857142857143
Thanisandra,3 BHK,1702.0,3.0,120.0,3.0,7050.5287896592245
6th Phase JP Nagar,3 BHK,1515.0,2.0,135.0,3.0,8910.89108910891
JP Nagar,2 BHK,1107.0,2.0,57.0,2.0,5149.051490514905
Old Madras Road,3 BHK,1720.0,3.0,106.0,3.0,6162.790697674419
other,3 BHK,1540.0,3.0,150.0,3.0,9740.25974025974
Bannerghatta Road,2 BHK,1000.0,2.0,44.5,2.0,4450.0
Electronic City,1 BHK,710.0,1.0,40.42,1.0,5692.957746478874
other,4 Bedroom,3200.0,4.0,270.0,4.0,8437.5
Bannerghatta Road,2 BHK,1250.0,2.0,48.0,2.0,3840.0
Kaggadasapura,5 Bedroom,2400.0,4.0,130.0,5.0,5416.666666666667
Hegde Nagar,3 BHK,1584.01,3.0,104.0,3.0,6565.615116066187
Kaggadasapura,3 BHK,1485.0,2.0,70.0,3.0,4713.804713804714
Hennur Road,3 BHK,1100.0,2.0,78.0,3.0,7090.909090909091
8th Phase JP Nagar,2 BHK,1245.0,2.0,59.0,2.0,4738.955823293173
Hennur Road,4 Bedroom,1880.0,4.0,154.0,4.0,8191.489361702128
Bannerghatta Road,3 BHK,1640.0,3.0,105.0,3.0,6402.439024390244
other,2 BHK,1165.0,2.0,65.0,2.0,5579.399141630901
Kengeri Satellite Town,2 BHK,1110.0,2.0,43.0,2.0,3873.873873873874
Haralur Road,2 BHK,1300.0,2.0,75.0,2.0,5769.2307692307695
Hennur Road,2 BHK,1232.0,2.0,69.61,2.0,5650.162337662337
7th Phase JP Nagar,3 BHK,1275.0,2.0,88.0,3.0,6901.9607843137255
Sarjapur  Road,3 BHK,1222.0,2.0,68.0,3.0,5564.648117839607
Varthur,2 BHK,1155.0,2.0,39.0,2.0,3376.6233766233768
Horamavu Banaswadi,2 BHK,1200.0,2.0,45.0,2.0,3750.0
Horamavu Agara,2 BHK,1166.0,2.0,37.29,2.0,3198.1132075471696
5th Phase JP Nagar,5 BHK,4000.0,5.0,170.0,5.0,4250.0
Dommasandra,3 Bedroom,900.0,3.0,75.0,3.0,8333.333333333334
Chandapura,3 BHK,971.0,2.0,38.0,3.0,3913.491246138002
Hennur,2 BHK,1255.0,2.0,52.32,2.0,4168.924302788844
EPIP Zone,2 BHK,1810.0,2.0,65.0,2.0,3591.160220994475
Pattandur Agrahara,2 BHK,1350.0,2.0,68.0,2.0,5037.037037037037
Brookefield,4 Bedroom,1560.0,3.0,149.0,4.0,9551.28205128205
Somasundara Palya,3 BHK,1650.0,3.0,126.0,3.0,7636.363636363636
other,3 BHK,1645.0,3.0,87.0,3.0,5288.753799392097
Hennur Road,3 BHK,1748.0,3.0,103.0,3.0,5892.448512585813
Channasandra,3 Bedroom,1200.0,3.0,67.77,3.0,5647.5
Kengeri Satellite Town,2 BHK,1170.0,2.0,50.0,2.0,4273.504273504273
Sarjapur  Road,4 BHK,3420.0,4.0,225.0,4.0,6578.9473684210525
Frazer Town,3 BHK,1870.0,3.0,180.0,3.0,9625.66844919786
Sarjapur  Road,3 BHK,1510.0,2.0,110.0,3.0,7284.76821192053
Thanisandra,4 BHK,1948.0,4.0,129.0,4.0,6622.17659137577
Sarjapur  Road,2 BHK,1242.0,2.0,78.0,2.0,6280.193236714976
Sonnenahalli,2 BHK,1268.0,2.0,58.0,2.0,4574.132492113565
Ramamurthy Nagar,2 BHK,1101.0,2.0,50.0,2.0,4541.326067211626
other,2 BHK,1255.0,2.0,65.0,2.0,5179.282868525896
Gunjur,3 BHK,1362.0,3.0,62.63,3.0,4598.384728340676
Hosa Road,2 BHK,1089.0,2.0,32.67,2.0,3000.0
Uttarahalli,3 BHK,1345.0,2.0,57.0,3.0,4237.918215613383
Thanisandra,8 Bedroom,3600.0,9.0,125.0,8.0,3472.222222222222
other,4 Bedroom,1650.0,2.0,140.0,4.0,8484.848484848484
Kaggalipura,2 BHK,950.0,2.0,45.0,2.0,4736.8421052631575
HBR Layout,2 BHK,1068.0,2.0,43.0,2.0,4026.2172284644193
Kengeri,8 Bedroom,3000.0,5.0,130.0,8.0,4333.333333333333
Banashankari,3 BHK,1800.0,3.0,125.0,3.0,6944.444444444444
Old Airport Road,4 BHK,2732.0,4.0,204.0,4.0,7467.05710102489
Ananth Nagar,2 BHK,1010.0,2.0,38.0,2.0,3762.3762376237614
Doddakallasandra,2 BHK,1010.0,2.0,41.0,2.0,4059.4059405940593
Mysore Road,3 BHK,1248.52,3.0,115.0,3.0,9210.90571236344
Attibele,1 BHK,410.0,1.0,10.0,1.0,2439.0243902439024
JP Nagar,2 BHK,1250.0,2.0,93.0,2.0,7440.0
other,3 Bedroom,4395.0,3.0,240.0,3.0,5460.750853242321
KR Puram,2 BHK,1096.0,2.0,43.0,2.0,3923.357664233577
Electronic City Phase II,2 BHK,1160.0,2.0,33.5,2.0,2887.9310344827586
other,3 BHK,1936.0,3.0,139.0,3.0,7179.752066115702
Nehru Nagar,3 BHK,1269.0,2.0,63.0,3.0,4964.539007092199
Panathur,3 BHK,1586.0,3.0,125.0,3.0,7881.462799495586
Rajaji Nagar,2 BHK,1376.0,2.0,124.0,2.0,9011.627906976744
Hosa Road,3 BHK,1538.0,3.0,107.0,3.0,6957.087126137842
Hosur Road,3 BHK,1427.0,2.0,130.0,3.0,9110.02102312544
other,2 BHK,1220.0,2.0,65.0,2.0,5327.868852459016
Harlur,2 BHK,1197.0,2.0,77.0,2.0,6432.748538011696
Varthur,2 BHK,674.0,1.0,19.9,2.0,2952.522255192878
Kengeri,1 BHK,410.0,1.0,15.0,1.0,3658.5365853658536
Thanisandra,3 BHK,1573.0,3.0,90.0,3.0,5721.551176096631
Dodda Nekkundi,2 BHK,1135.0,2.0,58.0,2.0,5110.132158590309
other,1 BHK,1200.0,1.0,65.0,1.0,5416.666666666667
other,3 Bedroom,1800.0,3.0,95.0,3.0,5277.777777777777
other,3 BHK,2045.0,3.0,108.0,3.0,5281.173594132029
Sonnenahalli,2 BHK,1268.0,2.0,56.0,2.0,4416.403785488959
Kambipura,2 BHK,883.0,2.0,39.0,2.0,4416.761041902605
Yelahanka,3 BHK,1600.0,3.0,100.0,3.0,6250.0
Thanisandra,2 BHK,1056.0,2.0,70.0,2.0,6628.787878787879
Whitefield,4 Bedroom,4500.0,4.0,330.0,4.0,7333.333333333333
KR Puram,2 BHK,1204.0,2.0,58.0,2.0,4817.275747508305
Hennur Road,2 BHK,1460.0,2.0,80.3,2.0,5500.0
Dodda Nekkundi,2 BHK,1100.0,2.0,41.18,2.0,3743.636363636364
other,2 BHK,1310.0,2.0,88.0,2.0,6717.557251908397
Uttarahalli,3 BHK,1345.0,2.0,57.0,3.0,4237.918215613383
Singasandra,2 BHK,1416.0,2.0,67.0,2.0,4731.6384180790965
HSR Layout,2 BHK,1145.0,2.0,46.0,2.0,4017.467248908297
Rajiv Nagar,2 BHK,972.0,2.0,43.0,2.0,4423.868312757201
other,4 BHK,4500.0,4.0,345.0,4.0,7666.666666666667
Bellandur,2 BHK,1185.0,2.0,47.39,2.0,3999.15611814346
Green Glen Layout,3 BHK,1750.0,3.0,81.0,3.0,4628.571428571428
other,3 BHK,3155.0,4.0,316.0,3.0,10015.847860538826
Balagere,2 BHK,1007.0,2.0,68.0,2.0,6752.730883813307
Whitefield,2 BHK,1250.0,2.0,85.0,2.0,6800.0
Horamavu Agara,2 BHK,994.0,2.0,42.28,2.0,4253.521126760564
Ramamurthy Nagar,2 BHK,1150.0,2.0,40.0,2.0,3478.260869565217
other,2 BHK,1441.0,2.0,115.0,2.0,7980.569049271339
Old Madras Road,2 BHK,1157.0,2.0,47.32,2.0,4089.887640449438
Thigalarapalya,2 BHK,1400.0,2.0,105.0,2.0,7500.0
Tindlu,3 BHK,1370.07,3.0,65.0,3.0,4744.283138817725
Judicial Layout,2 BHK,900.0,2.0,40.0,2.0,4444.444444444444
other,1 BHK,418.0,1.0,17.0,1.0,4066.9856459330144
other,3 Bedroom,1200.0,3.0,80.0,3.0,6666.666666666667
ISRO Layout,2 BHK,1200.0,2.0,43.0,2.0,3583.333333333333
Talaghattapura,2 BHK,1062.0,2.0,42.48,2.0,4000.0
Bannerghatta Road,2 BHK,1012.0,2.0,44.0,2.0,4347.826086956522
Kanakpura Road,2 BHK,1430.0,2.0,78.0,2.0,5454.545454545455
Channasandra,3 BHK,1195.0,2.0,56.0,3.0,4686.192468619247
Bisuvanahalli,3 BHK,1075.0,2.0,42.0,3.0,3906.9767441860463
Sonnenahalli,2 BHK,1011.0,2.0,59.0,2.0,5835.806132542038
7th Phase JP Nagar,3 BHK,1450.0,2.0,102.0,3.0,7034.482758620689
Sarjapur  Road,2 BHK,1129.0,2.0,69.0,2.0,6111.603188662533
Sarjapura - Attibele Road,2 BHK,1126.0,2.0,36.0,2.0,3197.158081705151
Attibele,3 Bedroom,1200.0,3.0,110.0,3.0,9166.666666666666
Hennur Road,3 BHK,1933.0,3.0,140.0,3.0,7242.628039317124
TC Palaya,2 BHK,1082.0,2.0,64.0,2.0,5914.972273567468
other,1 BHK,610.0,1.0,28.0,1.0,4590.163934426229
Raja Rajeshwari Nagar,4 Bedroom,1560.0,4.0,160.0,4.0,10256.410256410256
Kathriguppe,3 BHK,1300.0,3.0,77.99,3.0,5999.230769230769
CV Raman Nagar,2 BHK,1125.0,2.0,46.0,2.0,4088.8888888888887
Kengeri Satellite Town,2 BHK,777.4,2.0,25.0,2.0,3215.847697453049
Old Airport Road,3 BHK,1798.0,3.0,150.0,3.0,8342.602892102335
other,3 BHK,1864.0,3.0,120.0,3.0,6437.768240343347
Kengeri,1 BHK,400.0,1.0,25.0,1.0,6250.0
Rajaji Nagar,2 BHK,1200.0,2.0,70.0,2.0,5833.333333333333
Ananth Nagar,2 BHK,992.0,2.0,24.8,2.0,2500.0
other,2 BHK,950.0,2.0,57.0,2.0,6000.0
Bellandur,2 BHK,1200.0,2.0,62.0,2.0,5166.666666666667
GM Palaya,3 BHK,1735.0,3.0,70.0,3.0,4034.5821325648417
BTM 2nd Stage,3 BHK,1750.0,3.0,172.0,3.0,9828.57142857143
HSR Layout,2 BHK,1009.0,2.0,56.0,2.0,5550.049554013875
Jalahalli,3 BHK,1470.0,2.0,102.0,3.0,6938.775510204082
Bannerghatta Road,3 BHK,1527.0,3.0,115.0,3.0,7531.106745252128
Chandapura,4 Bedroom,3300.0,4.0,135.0,4.0,4090.909090909091
Whitefield,2 BHK,1277.0,2.0,77.0,2.0,6029.757243539546
other,2 BHK,1100.0,2.0,62.0,2.0,5636.363636363636
Whitefield,3 BHK,1820.0,3.0,140.0,3.0,7692.307692307692
other,4 BHK,1530.0,3.0,87.0,4.0,5686.274509803921
Jakkur,3 BHK,1880.0,4.0,110.0,3.0,5851.063829787234
Hennur,2 BHK,1255.0,2.0,52.35,2.0,4171.314741035857
Somasundara Palya,2 BHK,1140.0,2.0,46.0,2.0,4035.0877192982457
Electronic City Phase II,2 BHK,1025.0,2.0,29.6,2.0,2887.8048780487807
Whitefield,4 Bedroom,3453.0,4.0,247.0,4.0,7153.200115841298
Sarjapur  Road,3 BHK,1850.0,3.0,140.0,3.0,7567.567567567567
Kaikondrahalli,2 BHK,1250.0,2.0,78.0,2.0,6240.0
Jalahalli,2 BHK,1244.0,2.0,88.0,2.0,7073.954983922829
Kengeri Satellite Town,2 BHK,1025.0,2.0,28.57,2.0,2787.317073170732
7th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2.0,3800.0
Hosa Road,3 BHK,1470.0,2.0,84.22,3.0,5729.251700680272
Harlur,3 BHK,1752.12,3.0,125.0,3.0,7134.214551514737
Old Madras Road,3 BHK,2990.0,3.0,170.0,3.0,5685.61872909699
Electronic City,3 BHK,1275.0,3.0,63.43,3.0,4974.901960784314
Bommasandra Industrial Area,3 BHK,1365.0,3.0,52.81,3.0,3868.864468864469
other,3 Bedroom,1200.0,2.0,90.0,3.0,7500.0
