location,total_sqft,bath,price,BHK,price_per_sqft
other,930.0,1.0,55.0,2,5913.978494623656
Devanahalli,1010.0,2.0,58.0,2,5742.574257425743
Electronic City,1221.0,2.0,68.0,2,5569.205569205569
Hoodi,1108.0,2.0,87.48,2,7895.306859205776
Sarjapur  Road,1370.0,2.0,70.0,2,5109.489051094891
Banashankari Stage V,920.0,2.0,41.5,2,4510.869565217391
Bhoganhalli,1277.0,2.0,79.89,2,6256.068911511355
Horamavu Agara,1213.0,2.0,38.1,2,3140.972794723825
Singasandra,1653.0,3.0,85.0,3,5142.165759225651
Sarjapur,2400.0,3.0,140.0,4,5833.333333333333
Badavala Nagar,1274.0,2.0,90.0,2,7064.36420722135
Lakshminarayana Pura,1195.0,2.0,75.0,2,6276.150627615063
Kammasandra,940.0,2.0,35.0,2,3723.404255319149
Budigere,1820.0,3.0,95.5,3,5247.252747252747
Whitefield,1615.0,3.0,96.9,3,6000.0
Subramanyapura,985.0,2.0,62.5,2,6345.177664974619
Attibele,656.0,2.0,25.0,2,3810.9756097560976
Kaggadasapura,1105.0,2.0,39.5,2,3574.660633484163
other,2400.0,3.0,185.0,4,7708.333333333333
Anandapura,850.0,3.0,63.0,3,7411.764705882353
Uttarahalli,1000.0,2.0,35.0,2,3500.0
Uttarahalli,1330.0,2.0,57.0,3,4285.714285714285
Old Madras Road,1165.0,2.0,52.0,2,4463.519313304721
Bannerghatta Road,1270.0,2.0,45.0,2,3543.3070866141734
other,1427.0,2.0,85.0,3,5956.552207428171
Banashankari Stage III,1420.0,2.0,95.0,3,6690.140845070423
Kothanur,1600.0,5.0,130.0,4,8125.0
other,2031.0,2.0,200.0,2,9847.365829640572
Bellandur,1454.0,2.0,90.0,2,6189.821182943604
other,2000.0,3.0,180.0,4,9000.0
Sarjapur  Road,1346.0,2.0,74.03,2,5500.0
other,700.0,1.0,25.5,1,3642.857142857143
JP Nagar,1405.0,2.0,99.0,2,7046.26334519573
Doddathoguru,1100.0,2.0,50.0,2,4545.454545454545
Chikka Tirupathi,2153.0,4.0,120.0,3,5573.61820715281
other,1200.0,3.0,120.0,3,10000.0
Ulsoor,2135.0,3.0,170.0,3,7962.529274004683
Uttarahalli,1125.0,2.0,47.0,2,4177.777777777777
2nd Phase Judicial Layout,1350.0,2.0,47.25,3,3500.0
Pai Layout,1068.0,2.0,48.0,2,4494.38202247191
Doddathoguru,940.0,2.0,32.9,2,3500.0
Hosa Road,1063.0,2.0,32.79,2,3084.6660395108183
Brookefield,1382.0,2.0,84.5,2,6114.327062228655
Harlur,936.0,2.0,45.0,2,4807.692307692308
Sarjapur  Road,475.0,1.0,26.0,1,5473.684210526316
other,1200.0,2.0,115.0,2,9583.333333333334
Kudlu,1162.0,2.0,52.0,2,4475.043029259897
Hosa Road,1161.0,2.0,48.75,2,4198.966408268734
Green Glen Layout,1623.29,2.0,105.0,3,6468.345150897252
Brookefield,1260.0,2.0,70.0,2,5555.555555555556
Seegehalli,3000.0,4.0,240.0,3,8000.0
Murugeshpalya,1500.0,2.0,70.0,3,4666.666666666667
Budigere,705.0,1.0,34.545,1,4900.0
other,2000.0,3.0,200.0,3,10000.0
Nagarbhavi,1100.0,2.0,46.2,2,4200.0
Ramagondanahalli,2257.0,3.0,155.0,3,6867.523260965884
other,1150.0,2.0,90.0,2,7826.086956521739
other,595.0,1.0,40.0,1,6722.689075630252
Hoodi,1837.0,3.0,110.0,3,5988.023952095808
Green Glen Layout,1715.0,3.0,115.0,3,6705.539358600583
NRI Layout,2700.0,5.0,95.75,4,3546.296296296296
other,5480.0,4.0,400.0,3,7299.270072992701
Vidyaranyapura,2400.0,5.0,135.0,4,5625.0
Raja Rajeshwari Nagar,1168.0,2.0,66.0,2,5650.684931506849
Begur Road,1160.0,2.0,36.54,2,3150.0
ITPL,850.0,2.0,25.4,2,2988.235294117647
Ramamurthy Nagar,935.0,2.0,39.0,2,4171.122994652406
Doddaballapur,654.0,1.0,49.0,1,7492.354740061162
Domlur,1650.0,3.0,180.0,3,10909.09090909091
Kaggalipura,950.0,2.0,60.0,2,6315.789473684211
Doddakallasandra,1072.0,2.0,42.87,2,3999.067164179105
Uttarahalli,1165.0,1.0,42.09,2,3612.875536480687
Kathriguppe,1390.0,2.0,69.49,3,4999.280575539568
Kalena Agrahara,1510.0,3.0,78.0,3,5165.562913907284
Thanisandra,1305.0,2.0,90.0,2,6896.551724137931
Kodigehaali,866.0,2.0,32.0,2,3695.150115473441
Hulimavu,1231.0,2.0,84.5,2,6864.337936636881
Sompura,1360.0,2.0,45.0,3,3308.823529411765
Kanakpura Road,525.0,1.0,30.0,1,5714.285714285715
Hormavu,1020.0,2.0,45.75,2,4485.294117647059
Old Airport Road,3504.0,4.0,262.0,4,7477.16894977169
Vidyaranyapura,1100.0,2.0,41.0,2,3727.272727272728
Bannerghatta Road,4723.0,4.0,500.0,4,10586.491636671608
Kothannur,820.0,2.0,37.0,2,4512.195121951219
Sarjapur,3508.0,4.0,386.0,4,11003.420752565564
other,3700.0,4.0,400.0,4,10810.81081081081
Kalena Agrahara,1354.0,2.0,70.0,2,5169.8670605613
Basavangudi,2453.0,3.0,250.0,4,10191.602119853242
Garudachar Palya,1154.0,2.0,51.8,2,4488.734835355286
Raja Rajeshwari Nagar,1400.0,2.0,86.0,3,6142.857142857143
other,1625.0,3.0,150.0,3,9230.76923076923
Electronic City,1500.0,3.0,73.0,3,4866.666666666667
Bannerghatta Road,1520.0,2.0,80.0,3,5263.1578947368425
Kadugodi,1762.0,3.0,109.0,3,6186.152099886493
Budigere,1153.0,2.0,58.0,2,5030.3555941023415
Yelahanka,2650.0,4.0,223.0,4,8415.094339622641
Sompura,1350.0,2.0,47.0,3,3481.4814814814813
Billekahalli,950.0,2.0,56.0,2,5894.736842105263
Jakkur,3295.0,3.0,310.0,3,9408.194233687404
other,1515.0,3.0,80.5,3,5313.531353135313
Neeladri Nagar,1100.0,2.0,30.0,2,2727.2727272727275
other,1250.0,2.0,65.0,2,5200.0
HBR Layout,1200.0,2.0,120.0,2,10000.0
Hoskote,1200.0,4.0,100.0,4,8333.333333333334
Padmanabhanagar,2051.0,3.0,170.0,3,8288.639687957095
BTM Layout,1470.0,2.0,99.0,3,6734.693877551021
Bannerghatta Road,1270.0,2.0,73.0,3,5748.031496062992
Hebbal Kempapura,1600.0,3.0,170.0,3,10625.0
other,2505.0,3.0,165.0,3,6586.826347305389
Whitefield,1200.0,2.0,70.0,2,5833.333333333333
other,1705.0,2.0,86.96,3,5100.2932551319645
Horamavu Banaswadi,1081.0,2.0,52.0,2,4810.360777058279
Parappana Agrahara,1194.0,2.0,46.0,2,3852.596314907873
Sonnenahalli,605.0,1.0,30.24,1,4998.347107438017
Yelahanka,567.0,1.0,25.0,1,4409.171075837742
Banashankari Stage VI,1410.5,2.0,70.385,3,4990.074441687346
Green Glen Layout,1715.0,3.0,105.0,3,6122.448979591837
Doddaballapur,3206.0,5.0,270.0,4,8421.70929507174
Bannerghatta Road,1846.0,3.0,120.0,3,6500.541711809317
Thanisandra,1965.0,4.0,125.0,3,6361.323155216285
NGR Layout,1021.0,2.0,45.9,2,4495.592556317336
Haralur Road,1230.0,2.0,67.65,2,5500.000000000001
Uttarahalli,1260.0,2.0,55.0,2,4365.079365079365
Lingadheeranahalli,1894.0,4.0,114.0,3,6019.007391763464
Jakkur,1950.0,3.0,131.0,3,6717.948717948718
Sector 2 HSR Layout,1231.0,2.0,66.0,2,5361.494719740049
Mahadevpura,1236.0,2.0,58.0,2,4692.556634304207
R.T. Nagar,1800.0,3.0,120.0,4,6666.666666666667
other,1650.0,3.0,135.0,3,8181.818181818182
Begur,1443.0,2.0,70.0,3,4851.004851004851
other,925.0,2.0,68.0,2,7351.351351351352
Uttarahalli,1284.0,2.0,53.36,2,4155.763239875389
Chikkalasandra,1325.0,2.0,59.0,2,4452.830188679245
Kudlu Gate,1183.0,2.0,79.54,2,6723.584108199494
other,1750.0,3.0,100.0,3,5714.285714285715
other,747.0,1.0,27.0,1,3614.457831325301
Electronic City,1342.0,2.0,90.0,2,6706.408345752608
other,1738.0,3.0,110.0,3,6329.113924050633
Brookefield,1206.0,2.0,90.0,2,7462.686567164179
Hebbal,1162.0,2.0,59.0,2,5077.452667814114
Parappana Agrahara,1194.0,2.0,46.0,2,3852.596314907873
Sarjapur  Road,1857.0,4.0,155.0,3,8346.795907377491
Uttarahalli,1150.0,2.0,45.99,2,3999.130434782609
Chikkalasandra,1290.0,2.0,72.0,2,5581.395348837209
Sanjay nagar,1150.0,2.0,70.0,2,6086.95652173913
Banashankari,1040.0,2.0,109.0,3,10480.76923076923
Sarjapur  Road,1750.0,3.0,185.0,4,10571.42857142857
Lingadheeranahalli,2240.0,4.0,160.0,4,7142.857142857143
Ambedkar Nagar,1852.0,3.0,125.0,3,6749.460043196545
Chandapura,1323.0,2.0,42.0,3,3174.6031746031745
Vittasandra,1404.0,2.0,67.5,2,4807.692307692308
Dodda Nekkundi,1370.0,2.0,60.0,2,4379.56204379562
Gollarapalya Hosahalli,1129.0,2.0,50.0,2,4428.697962798937
Mahalakshmi Layout,1876.0,3.0,150.0,3,7995.735607675906
other,1720.0,3.0,95.0,3,5523.2558139534885
Jalahalli East,1200.0,4.0,80.0,4,6666.666666666667
Mysore Road,1175.0,2.0,86.68,2,7377.021276595745
other,500.0,1.0,51.0,1,10200.0
Hosa Road,1893.0,3.0,130.0,3,6867.406233491812
other,850.0,2.0,45.0,2,5294.117647058823
CV Raman Nagar,1392.0,2.0,110.0,2,7902.298850574713
Kanakpura Road,1938.0,3.0,105.0,3,5417.956656346749
other,1020.0,2.0,52.0,2,5098.0392156862745
HBR Layout,1832.0,3.0,160.0,3,8733.624454148472
Konanakunte,1423.0,2.0,85.0,3,5973.295853829937
Jakkur,1432.0,2.0,85.0,2,5935.754189944134
Hulimavu,1916.0,2.0,150.0,3,7828.810020876826
Hennur,1255.0,2.0,55.5,2,4422.310756972111
Yelenahalli,1160.0,2.0,44.08,2,3800.0
Old Madras Road,2640.0,2.0,170.0,2,6439.393939393939
Bommanahalli,1160.0,2.0,53.0,2,4568.96551724138
Lakshminarayana Pura,1200.0,2.0,80.0,2,6666.666666666667
7th Phase JP Nagar,1100.0,2.0,44.0,2,4000.0
Ramagondanahalli,1500.0,3.0,100.0,3,6666.666666666667
Electronic City Phase II,1336.0,2.0,50.35,3,3768.7125748503
Choodasandra,1065.0,2.0,46.0,2,4319.24882629108
Hebbal,1294.0,2.0,115.0,2,8887.171561051005
Whitefield,1216.0,2.0,75.0,2,6167.763157894737
7th Phase JP Nagar,1430.0,2.0,102.0,3,7132.867132867133
Hoodi,1660.0,3.0,125.0,3,7530.120481927711
Jalahalli,1045.0,2.0,76.77,2,7346.411483253589
Anjanapura,950.0,2.0,30.0,2,3157.894736842105
Doddathoguru,1382.0,3.0,65.0,3,4703.328509406657
BTM 2nd Stage,930.0,2.0,46.0,2,4946.236559139785
Sarjapur  Road,1660.0,2.0,116.0,3,6987.951807228916
other,1290.0,2.0,71.95,2,5577.519379844961
Dodda Nekkundi,1200.0,2.0,71.0,2,5916.666666666667
other,1650.0,3.0,140.0,3,8484.848484848484
Budigere,1636.0,3.0,88.0,3,5378.973105134474
Hegde Nagar,2087.01,4.0,160.0,3,7666.470213367448
LB Shastri Nagar,1200.0,2.0,47.0,2,3916.6666666666665
HSR Layout,1844.0,3.0,89.0,3,4826.46420824295
Begur Road,1215.0,2.0,43.75,2,3600.8230452674898
Kanakpura Road,525.0,1.0,26.0,1,4952.380952380952
Bommasandra,955.0,2.0,37.97,2,3975.916230366492
Magadi Road,884.0,2.0,48.0,2,5429.864253393665
Kathriguppe,1250.0,2.0,68.75,2,5500.0
Bommasandra Industrial Area,7000.0,2.0,135.0,2,1928.571428571429
Harlur,2990.0,4.0,225.0,4,7525.083612040134
Bellandur,1195.0,2.0,52.0,2,4351.464435146443
other,2559.0,1.0,55.0,1,2149.27706135209
Begur,1200.0,2.0,33.0,2,2750.0
Bommasandra,1089.0,2.0,40.0,2,3673.094582185491
Hennur Road,1165.0,2.0,52.0,2,4463.519313304721
Chandapura,410.0,1.0,10.0,1,2439.0243902439024
Hennur,1482.0,3.0,110.0,3,7422.402159244264
Ramamurthy Nagar,1200.0,2.0,68.0,2,5666.666666666667
Kanakapura,1938.0,3.0,113.0,3,5830.7533539731685
Mico Layout,1140.0,2.0,43.0,2,3771.929824561404
other,720.0,1.0,28.0,1,3888.8888888888887
other,1100.0,2.0,90.0,2,8181.818181818182
Sector 7 HSR Layout,1162.0,2.0,98.77,2,8500.0
Ramamurthy Nagar,540.0,1.0,35.0,1,6481.481481481482
other,1200.0,5.0,130.0,5,10833.333333333334
Doddathoguru,964.0,2.0,62.0,2,6431.535269709543
Bannerghatta,1120.0,2.0,42.5,2,3794.642857142857
other,600.0,1.0,22.8,1,3800.0
Whitefield,2321.0,4.0,157.0,3,6764.325721671693
other,540.0,1.0,24.0,1,4444.444444444444
Hebbal,1150.0,2.0,57.0,2,4956.521739130435
Sonnenahalli,1484.0,3.0,75.0,3,5053.908355795148
other,2072.0,3.0,108.0,3,5212.355212355213
Vidyaranyapura,1200.0,2.0,60.5,2,5041.666666666667
Haralur Road,1194.0,2.0,46.0,2,3852.596314907873
Vittasandra,1246.0,2.0,65.0,2,5216.69341894061
Old Airport Road,1055.0,2.0,75.0,2,7109.004739336493
Harlur,1370.0,2.0,88.0,2,6423.3576642335765
Whitefield,1224.0,2.0,75.0,2,6127.450980392156
Kambipura,883.0,2.0,39.0,2,4416.761041902605
Raja Rajeshwari Nagar,1157.0,2.0,65.0,2,5617.977528089888
other,1200.0,4.0,85.0,4,7083.333333333333
Raja Rajeshwari Nagar,1206.0,2.0,40.7,2,3374.7927031509125
Electronic City Phase II,575.0,1.0,16.75,1,2913.043478260869
Koramangala,1600.0,3.0,170.0,3,10625.0
Electronic City,1128.0,2.0,63.5,2,5629.432624113475
Electronics City Phase 1,640.0,1.0,45.0,1,7031.25
other,2400.0,3.0,185.0,3,7708.333333333333
Kanakapura,1090.0,2.0,38.15,2,3500.0
Electronic City,589.0,1.0,29.0,1,4923.599320882852
Kogilu,1140.0,2.0,50.66,2,4443.859649122807
Kundalahalli,1315.0,2.0,74.0,2,5627.376425855513
Bellandur,1435.0,2.0,115.0,3,8013.937282229966
Haralur Road,1092.0,2.0,44.0,2,4029.304029304029
Kadugodi,1314.0,2.0,80.0,2,6088.2800608828
Koramangala,1260.0,2.0,100.0,2,7936.507936507936
Nagarbhavi,1080.0,2.0,49.0,2,4537.037037037037
Hennur Road,1052.0,2.0,34.72,2,3300.380228136882
Kodigehaali,1442.0,3.0,80.0,3,5547.850208044383
Kaggadasapura,1500.0,2.0,75.0,3,5000.0
Marsur,497.0,1.0,20.0,2,4024.144869215292
Hennur,1255.0,2.0,53.57,2,4268.525896414342
other,1432.0,3.0,79.0,3,5516.7597765363125
Kundalahalli,2100.0,3.0,150.0,3,7142.857142857143
Hennur Road,1450.0,2.0,80.0,2,5517.241379310345
Sarjapur  Road,1346.0,2.0,69.61,2,5171.619613670134
Kumaraswami Layout,1200.0,2.0,29.0,2,2416.6666666666665
Electronic City Phase II,925.0,2.0,49.82,3,5385.945945945946
Dasarahalli,1160.0,2.0,49.0,2,4224.137931034483
Lingadheeranahalli,1768.0,3.0,81.31,3,4598.981900452489
Kothanur,1094.0,2.0,54.0,2,4936.014625228519
other,1500.0,3.0,90.0,3,6000.0
Gubbalala,1745.0,3.0,130.0,3,7449.856733524355
Rajiv Nagar,2340.0,5.0,160.0,4,6837.606837606838
Whitefield,1655.0,3.0,113.0,3,6827.794561933535
Battarahalli,2024.0,3.0,103.0,3,5088.932806324111
Iblur Village,1920.0,3.0,130.0,3,6770.833333333333
Kambipura,1082.0,2.0,55.0,3,5083.179297597043
Margondanahalli,1160.0,2.0,65.0,2,5603.448275862069
Vittasandra,1246.0,2.0,67.4,2,5409.309791332264
Hosa Road,615.0,1.0,43.08,1,7004.878048780488
7th Phase JP Nagar,1128.0,2.0,60.0,2,5319.148936170212
Sarjapur,1525.0,2.0,68.0,3,4459.016393442623
Yelahanka,602.0,2.0,30.0,1,4983.388704318937
other,1200.0,4.0,110.0,4,9166.666666666666
Murugeshpalya,1855.0,3.0,96.0,3,5175.202156334231
Sarjapur  Road,2089.0,3.0,148.0,3,7084.729535662997
Banashankari Stage VI,4800.0,3.0,200.0,4,4166.666666666667
Begur Road,1200.0,2.0,44.73,2,3727.5
Sarjapur,1095.0,2.0,45.0,2,4109.58904109589
Ambedkar Nagar,2900.0,3.0,297.0,3,10241.379310344828
Kothanur,1170.0,3.0,80.0,3,6837.606837606838
6th Phase JP Nagar,1280.0,2.0,88.0,2,6875.0
Rajaji Nagar,1224.0,2.0,105.0,2,8578.43137254902
Thanisandra,1694.0,3.0,125.0,3,7378.984651711924
Sarjapur  Road,1612.0,3.0,98.38,3,6102.977667493797
Murugeshpalya,1175.0,2.0,75.0,2,6382.978723404255
other,600.0,1.0,24.0,1,4000.0
other,1770.0,3.0,99.0,3,5593.220338983051
Horamavu Agara,1090.0,2.0,46.0,2,4220.183486238532
Whitefield,4144.0,5.0,331.0,5,7987.451737451737
other,1800.0,3.0,130.0,3,7222.222222222223
8th Phase JP Nagar,1046.0,2.0,48.0,2,4588.910133843212
Uttarahalli,1290.0,2.0,56.12,3,4350.387596899225
Electronic City Phase II,1065.0,2.0,30.76,2,2888.262910798122
Ambedkar Nagar,1850.0,4.0,121.0,3,6540.540540540541
Battarahalli,1097.0,2.0,49.0,2,4466.727438468551
Kalena Agrahara,1200.0,3.0,70.0,2,5833.333333333333
Varthur,2160.0,3.0,170.0,3,7870.37037037037
Anekal,1140.0,2.0,52.0,2,4561.403508771929
Thigalarapalya,1297.0,2.0,98.0,2,7555.898226676947
Padmanabhanagar,1150.0,2.0,50.0,2,4347.826086956522
Babusapalaya,1245.0,2.0,58.0,2,4658.634538152611
Nagarbhavi,1800.0,3.0,180.0,4,10000.0
Brookefield,1594.0,3.0,140.0,3,8782.936010037642
Chandapura,645.0,1.0,16.45,1,2550.3875968992247
Raja Rajeshwari Nagar,1000.0,2.0,50.0,2,5000.0
Begur Road,1160.0,2.0,42.0,2,3620.689655172414
other,1570.0,2.0,95.0,3,6050.955414012738
Sarjapur  Road,1290.0,2.0,88.0,2,6821.705426356589
Kudlu Gate,1200.0,2.0,44.4,2,3700.0
other,2250.0,3.0,180.0,3,8000.0
Chikkabanavar,1320.0,2.0,46.0,3,3484.848484848485
Electronic City Phase II,1065.0,2.0,30.75,2,2887.323943661972
Sarjapur  Road,1371.0,2.0,86.0,2,6272.793581327498
Electronic City,1575.0,3.0,94.5,3,6000.0
Yelahanka,1362.0,2.0,66.0,2,4845.814977973569
Haralur Road,1255.0,3.0,90.0,3,7171.314741035857
Yelahanka,1234.0,2.0,80.0,2,6482.982171799027
Sarjapur  Road,2140.0,3.0,139.0,3,6495.327102803738
Thubarahalli,1584.0,3.0,101.0,3,6376.262626262626
Sarjapura - Attibele Road,1555.0,3.0,52.0,3,3344.051446945338
Chandapura,645.0,1.0,16.45,1,2550.3875968992247
Dodda Nekkundi,1585.0,2.0,79.0,3,4984.22712933754
Kalena Agrahara,1354.0,2.0,71.0,2,5243.722304283604
Kumaraswami Layout,1200.0,3.0,75.0,3,6250.0
Hebbal,1740.0,2.0,137.0,3,7873.563218390805
Rachenahalli,985.0,2.0,50.17,2,5093.401015228426
Chandapura,1200.0,2.0,36.0,2,3000.0
Begur Road,1583.0,3.0,95.23,3,6015.792798483892
Bannerghatta Road,1122.5,2.0,61.74,2,5500.22271714922
Thanisandra,1573.0,3.0,100.0,3,6357.279084551812
CV Raman Nagar,1227.0,2.0,42.88,2,3494.702526487368
Raja Rajeshwari Nagar,1485.0,2.0,63.0,3,4242.424242424242
Haralur Road,1735.0,3.0,97.0,3,5590.778097982709
Hebbal Kempapura,1730.0,3.0,175.0,3,10115.606936416185
other,1684.0,3.0,86.0,3,5106.88836104513
Green Glen Layout,1600.0,3.0,105.0,3,6562.5
KR Puram,1100.0,2.0,39.9,2,3627.272727272728
Bannerghatta Road,1655.0,3.0,95.0,3,5740.181268882176
Hennur,1830.0,3.0,121.0,3,6612.021857923497
Judicial Layout,1989.0,4.0,155.0,3,7792.860734037205
Sarjapur  Road,1044.0,2.0,55.0,2,5268.199233716475
Banashankari,1426.0,3.0,85.0,3,5960.729312762974
Choodasandra,1115.0,2.0,50.0,2,4484.304932735426
Kathriguppe,754.0,2.0,69.99,2,9282.493368700265
Electronic City Phase II,1140.0,2.0,33.06,2,2900.0
Kodichikkanahalli,900.0,2.0,35.0,2,3888.8888888888887
Malleshwaram,580.0,1.0,45.0,1,7758.620689655172
Munnekollal,1030.0,2.0,50.36,2,4889.320388349514
other,1950.0,3.0,132.0,3,6769.2307692307695
Kundalahalli,1724.0,3.0,125.0,3,7250.580046403712
other,1200.0,2.0,130.0,3,10833.333333333334
Kothanur,1400.0,2.0,65.0,2,4642.857142857143
Kaggadasapura,1400.0,2.0,68.0,3,4857.142857142857
Hulimavu,1115.0,2.0,44.6,2,4000.0
Bharathi Nagar,1300.0,2.0,55.86,2,4296.923076923077
other,2400.0,4.0,150.0,4,6250.0
Kanakpura Road,1332.0,2.0,108.0,2,8108.108108108108
Abbigere,1000.0,2.0,41.0,2,4100.0
Whitefield,1200.0,3.0,67.75,3,5645.833333333333
Whitefield,2444.0,4.0,145.0,4,5932.896890343699
Sarjapur  Road,1600.0,3.0,85.0,3,5312.5
Marathahalli,1196.0,2.0,57.95,2,4845.3177257525085
Electronic City,1025.0,2.0,54.0,2,5268.292682926829
Sarjapur  Road,2180.0,4.0,180.0,3,8256.880733944954
other,1600.0,3.0,102.0,3,6375.0
Whitefield,1270.0,2.0,110.0,2,8661.417322834646
Jakkur,1932.47,3.0,183.0,3,9469.7459727706
Jalahalli,2086.0,3.0,160.0,3,7670.182166826462
Old Madras Road,1165.0,2.0,51.42,2,4413.733905579399
Chandapura,740.0,1.0,22.0,2,2972.972972972973
5th Phase JP Nagar,1075.0,2.0,60.0,2,5581.395348837209
Bellandur,1260.0,2.0,83.5,2,6626.984126984127
Green Glen Layout,1717.0,3.0,125.0,3,7280.139778683751
Raja Rajeshwari Nagar,1335.0,2.0,56.0,3,4194.756554307116
Vidyaranyapura,1200.0,2.0,42.0,2,3500.0
JP Nagar,1157.0,2.0,73.0,2,6309.420916162489
Sahakara Nagar,1200.0,2.0,54.0,2,4500.0
Bommanahalli,1050.0,2.0,54.0,2,5142.857142857143
Binny Pete,1516.0,3.0,147.0,3,9696.569920844327
Channasandra,1050.0,2.0,44.41,2,4229.523809523809
Hegde Nagar,1000.0,2.0,66.0,2,6600.0
9th Phase JP Nagar,1050.0,2.0,35.0,2,3333.333333333333
BEML Layout,1194.0,2.0,65.0,2,5443.886097152429
Hormavu,1210.0,2.0,69.0,2,5702.479338842975
Whitefield,1660.0,3.0,110.0,3,6626.506024096386
Malleshwaram,1410.0,2.0,125.0,2,8865.248226950354
Bannerghatta Road,1206.0,2.0,53.0,2,4394.69320066335
Kambipura,883.0,2.0,49.0,2,5549.263873159683
Bannerghatta Road,1150.0,2.0,55.0,2,4782.608695652174
other,1100.0,2.0,65.0,2,5909.090909090909
Banashankari Stage II,1245.0,2.0,125.0,2,10040.16064257028
Cooke Town,1850.0,3.0,110.0,3,5945.945945945946
Hoodi,3385.0,4.0,220.0,4,6499.261447562777
Hebbal,3895.0,3.0,390.0,3,10012.836970474968
other,1035.0,2.0,55.0,2,5314.009661835748
other,1200.0,3.0,75.0,3,6250.0
Hennur Road,1155.0,2.0,69.18,2,5989.610389610391
Electronics City Phase 1,755.0,1.0,30.12,1,3989.4039735099336
Ramamurthy Nagar,960.0,2.0,35.0,2,3645.8333333333335
other,450.0,1.0,20.0,1,4444.444444444444
Sarjapur  Road,1691.0,3.0,119.0,3,7037.25606150207
Kanakapura,1489.0,2.0,70.0,3,4701.141705842848
Kengeri Satellite Town,800.0,2.0,32.0,2,4000.0
Bannerghatta Road,1215.0,2.0,65.0,2,5349.794238683127
Electronic City Phase II,911.0,2.0,26.5,2,2908.8913282107574
Bellandur,1535.0,3.0,90.0,3,5863.192182410424
Brookefield,1588.0,2.0,58.0,2,3652.3929471032743
Kannamangala,957.0,2.0,56.0,2,5851.619644723093
Electronic City Phase II,1200.0,2.0,34.65,2,2887.5
Bisuvanahalli,845.0,2.0,34.0,2,4023.668639053255
Sarjapur  Road,2206.0,4.0,180.0,3,8159.564823209429
Kasavanhalli,1181.0,2.0,61.0,2,5165.114309906859
Sarjapur  Road,1309.0,2.0,69.5,2,5309.396485867074
Horamavu Agara,1400.0,3.0,63.0,3,4500.0
Kanakpura Road,1622.0,3.0,95.0,3,5856.966707768187
CV Raman Nagar,1225.0,2.0,48.0,2,3918.367346938776
other,1719.0,3.0,95.0,3,5526.468877254218
Abbigere,995.0,2.0,40.8,2,4100.5025125628135
Mahadevpura,1120.0,2.0,53.0,2,4732.142857142857
Bellandur,1047.0,2.0,75.0,2,7163.323782234957
Sarjapur  Road,1691.0,3.0,100.0,3,5913.660555884092
Chandapura,876.0,2.0,28.47,2,3250.0
CV Raman Nagar,1659.0,3.0,135.0,3,8137.4321880651
Whitefield,1270.0,2.0,105.0,2,8267.71653543307
Kammanahalli,1200.0,3.0,80.0,2,6666.666666666667
Tumkur Road,1354.0,3.0,85.86,3,6341.211225997045
Whitefield,1344.0,3.0,130.0,4,9672.619047619048
Yelahanka,1180.0,2.0,55.0,2,4661.016949152542
Jalahalli,1313.0,2.0,68.0,2,5178.979436405179
Nehru Nagar,1100.0,2.0,50.0,2,4545.454545454545
Vishwapriya Layout,890.0,2.0,37.0,2,4157.303370786517
Whitefield,1173.0,2.0,78.2,2,6666.666666666667
Green Glen Layout,1250.0,2.0,75.0,2,6000.0
Yelahanka New Town,1740.0,3.0,150.0,3,8620.689655172413
Jakkur,1710.0,3.0,110.0,3,6432.748538011696
Hebbal,1662.0,3.0,155.0,3,9326.113116726836
Whitefield,1362.0,2.0,85.0,2,6240.822320117474
other,540.0,1.0,22.5,1,4166.666666666667
Thanisandra,1533.0,3.0,75.885,3,4950.097847358122
Sarjapur  Road,1250.0,4.0,135.0,4,10800.0
Begur Road,1410.0,2.0,54.99,3,3900.0
Haralur Road,1810.0,3.0,97.83,3,5404.972375690608
other,1500.0,3.0,85.0,3,5666.666666666667
Uttarahalli,1328.0,2.0,56.0,3,4216.867469879519
Marathahalli,1485.0,2.0,90.0,3,6060.606060606061
R.T. Nagar,1100.0,2.0,85.0,2,7727.272727272727
other,1360.0,2.0,73.0,3,5367.64705882353
1st Phase JP Nagar,900.0,2.0,75.0,2,8333.333333333334
Electronic City Phase II,1031.0,2.0,54.48,2,5284.190106692531
Uttarahalli,1040.0,2.0,36.4,2,3500.0
Kothannur,1404.0,2.0,56.15,3,3999.287749287749
Haralur Road,1200.0,2.0,46.0,2,3833.3333333333335
Yelahanka,1267.0,3.0,78.0,2,6156.274664561957
Bannerghatta Road,1510.0,2.0,110.0,3,7284.76821192053
Whitefield,1457.0,2.0,105.0,3,7206.588881262869
Iblur Village,3596.0,4.0,268.0,4,7452.725250278087
8th Phase JP Nagar,1408.0,3.0,80.0,3,5681.818181818182
Dodda Nekkundi,1005.0,2.0,45.0,2,4477.611940298508
Electronic City Phase II,545.0,1.0,28.0,2,5137.614678899083
other,1182.0,2.0,64.0,2,5414.551607445009
Talaghattapura,2038.5,3.0,122.0,3,5984.792739759627
Sarjapur  Road,1367.0,2.0,80.0,2,5852.231163130944
Whitefield,1720.0,3.0,128.0,3,7441.860465116279
Doddathoguru,1107.0,2.0,44.0,2,3974.706413730804
Yelahanka,1360.0,2.0,78.19,2,5749.264705882353
